pH,tds,turbidity,temperature,label
7.25,602.7,3.31,27.23,Unsafe
7.74,616.1,5.59,22.64,Unsafe
7.82,877.3,0.84,26.53,Unsafe
9.03,1316.4,19.04,28.77,Unsafe
6.79,137.5,1.58,23.14,Safe
7.27,48.7,0.58,21.21,Safe
6.61,517.6,15.62,24.64,Unsafe
7.0,512.9,24.96,23.97,Unsafe
6.97,155.1,3.14,22.72,Safe
6.9,113.8,2.09,21.41,Safe
8.66,1623.2,21.74,26.69,Unsafe
6.23,364.2,14.08,21.76,Unsafe
6.85,526.2,21.48,24.58,Unsafe
7.04,600.5,30.22,23.09,Unsafe
8.18,2382.0,15.31,28.67,Unsafe
8.14,1079.1,31.42,28.86,Unsafe
9.14,1379.7,8.65,28.52,Unsafe
6.23,332.1,21.25,27.71,Unsafe
8.78,2174.6,16.76,26.03,Unsafe
6.57,299.8,5.71,24.06,Unsafe
7.6,582.4,24.61,25.61,Unsafe
8.41,561.1,0.71,22.37,Unsafe
7.45,162.8,0.0,20.31,Safe
8.23,1484.8,13.09,26.19,Unsafe
7.26,117.8,2.42,22.84,Safe
6.55,552.9,31.38,23.51,Unsafe
6.92,63.2,0.0,22.38,Safe
8.06,1351.4,20.34,29.64,Unsafe
7.07,86.0,0.53,21.79,Safe
7.03,743.2,30.33,27.07,Unsafe
6.95,117.4,0.87,22.56,Safe
7.99,1122.3,28.81,27.3,Unsafe
8.82,964.7,19.73,25.92,Unsafe
7.48,109.2,0.46,26.55,Safe
7.95,1119.4,27.66,29.29,Unsafe
6.88,135.3,0.0,22.23,Safe
7.17,104.7,1.07,23.08,Safe
6.73,465.6,33.93,25.05,Unsafe
7.31,507.2,13.92,27.19,Unsafe
6.85,267.2,13.49,25.66,Unsafe
9.31,2759.2,12.48,24.24,Unsafe
6.76,205.3,8.24,26.18,Unsafe
8.11,1740.9,16.81,25.55,Unsafe
8.25,1538.2,9.76,29.34,Unsafe
8.27,1225.7,18.67,27.33,Unsafe
7.3,70.2,0.22,23.94,Safe
8.75,1333.3,18.52,24.39,Unsafe
7.25,128.4,0.2,26.87,Safe
7.11,437.0,29.55,24.92,Unsafe
7.08,41.8,0.06,19.77,Safe
6.87,121.6,2.3,19.63,Safe
7.2,56.7,1.06,19.38,Safe
8.04,401.6,1.33,25.33,Unsafe
7.39,335.5,8.15,24.87,Unsafe
7.02,109.7,0.71,21.59,Safe
7.24,197.1,0.89,22.18,Safe
7.48,99.2,2.19,23.95,Safe
9.34,1203.0,11.75,27.17,Unsafe
7.78,599.5,1.61,23.65,Unsafe
7.56,171.0,1.08,24.31,Safe
6.97,161.5,1.4,25.61,Safe
7.22,94.3,0.0,23.26,Safe
8.59,1440.9,13.61,23.9,Unsafe
6.69,671.0,20.87,22.98,Unsafe
8.58,2149.9,19.34,24.9,Unsafe
7.23,73.9,0.72,21.63,Safe
7.62,476.2,3.99,22.74,Unsafe
6.77,694.8,19.55,23.24,Unsafe
7.26,260.6,25.41,21.79,Unsafe
6.85,76.2,0.0,21.98,Safe
7.21,247.1,18.82,25.92,Unsafe
7.29,609.0,18.39,27.97,Unsafe
7.54,233.4,12.03,24.18,Unsafe
6.97,489.2,29.7,24.59,Unsafe
7.61,385.0,15.14,24.97,Unsafe
8.2,908.8,26.44,28.67,Unsafe
7.74,1029.0,14.54,26.56,Unsafe
7.11,108.4,2.89,22.23,Safe
7.34,351.3,13.59,24.53,Unsafe
8.18,1565.0,8.9,28.92,Unsafe
7.48,397.0,27.94,21.4,Unsafe
9.05,2292.1,23.33,27.47,Unsafe
7.82,967.9,25.35,29.67,Unsafe
9.74,1522.3,17.77,26.24,Unsafe
8.09,927.5,19.5,29.93,Unsafe
9.22,1908.8,20.31,24.55,Unsafe
7.2,879.3,1.92,22.99,Unsafe
8.48,2119.6,18.01,27.85,Unsafe
7.09,129.9,1.76,22.29,Safe
8.54,1271.1,21.78,27.94,Unsafe
8.05,1003.4,31.17,26.49,Unsafe
7.37,347.1,31.38,24.77,Unsafe
7.14,258.5,8.24,27.0,Unsafe
8.19,456.6,3.31,24.93,Unsafe
8.63,1549.4,8.49,24.48,Unsafe
7.9,901.3,29.6,28.14,Unsafe
6.9,609.9,18.81,28.02,Unsafe
7.4,331.0,24.01,24.83,Unsafe
7.46,444.2,30.12,25.48,Unsafe
6.18,591.6,18.05,23.57,Unsafe
7.24,597.9,10.48,23.26,Unsafe
7.05,107.5,0.4,20.83,Safe
7.46,526.2,1.18,23.22,Unsafe
7.14,104.9,3.05,26.14,Safe
7.13,154.6,2.27,25.48,Safe
6.49,476.8,4.44,24.73,Unsafe
6.92,143.4,2.8,20.3,Safe
7.01,621.3,30.86,24.27,Unsafe
6.98,179.2,0.52,21.94,Safe
6.92,381.1,12.12,28.02,Unsafe
6.99,99.3,0.68,24.53,Safe
7.0,49.1,0.31,21.96,Safe
8.87,1110.3,16.32,27.44,Unsafe
8.24,1729.7,7.02,23.55,Unsafe
7.03,83.7,0.0,21.88,Safe
7.06,75.7,1.19,22.26,Safe
7.61,183.5,2.65,21.02,Safe
7.15,126.4,1.24,25.61,Safe
7.33,162.8,2.04,21.21,Safe
8.89,1805.8,13.5,28.68,Unsafe
7.18,778.9,4.83,25.06,Unsafe
7.27,325.9,11.91,23.96,Unsafe
7.49,569.7,0.94,23.39,Unsafe
9.02,2419.4,11.76,26.02,Unsafe
6.93,470.9,20.71,25.0,Unsafe
7.62,746.0,0.5,23.25,Unsafe
6.66,316.5,31.92,26.57,Unsafe
8.22,976.2,28.15,27.44,Unsafe
8.84,1645.6,16.68,26.37,Unsafe
8.59,1300.6,16.65,26.18,Unsafe
6.41,519.9,14.44,29.55,Unsafe
6.88,118.7,1.23,20.15,Safe
7.53,554.7,22.67,25.36,Unsafe
6.71,359.1,25.29,23.54,Unsafe
6.77,603.9,20.39,29.7,Unsafe
7.06,216.5,10.48,28.05,Unsafe
7.59,455.9,8.13,23.6,Unsafe
7.01,126.6,2.98,21.96,Safe
6.49,569.1,15.2,24.82,Unsafe
7.47,524.5,4.53,23.96,Unsafe
6.98,128.1,3.11,24.64,Safe
7.4,92.7,1.4,21.87,Safe
8.5,1061.9,15.25,25.51,Unsafe
7.89,937.6,23.22,24.93,Unsafe
6.78,304.1,24.67,26.22,Unsafe
9.25,1581.5,14.29,24.49,Unsafe
6.7,392.0,8.99,27.07,Unsafe
7.2,591.1,2.74,23.44,Unsafe
7.97,1076.6,26.31,27.05,Unsafe
7.07,98.0,0.85,21.4,Safe
8.25,2630.6,9.84,24.88,Unsafe
6.74,498.4,28.25,25.7,Unsafe
6.83,168.7,1.91,23.2,Safe
7.11,326.9,6.34,22.07,Unsafe
7.07,95.9,0.17,22.05,Safe
7.99,1170.7,20.87,26.5,Unsafe
8.2,1176.0,26.55,30.41,Unsafe
8.65,1226.6,19.09,26.92,Unsafe
8.71,1455.5,21.43,26.88,Unsafe
8.88,1551.9,16.33,26.07,Unsafe
7.68,404.5,8.68,25.54,Unsafe
7.19,54.8,1.37,23.03,Safe
9.09,2187.5,20.57,24.39,Unsafe
8.19,980.3,32.85,29.61,Unsafe
7.78,1137.3,19.65,29.01,Unsafe
7.17,45.1,1.4,19.99,Safe
7.22,163.1,1.56,25.97,Safe
8.2,931.1,29.69,26.61,Unsafe
7.08,617.6,32.2,26.88,Unsafe
6.89,183.0,0.37,23.72,Safe
7.35,376.8,30.81,25.19,Unsafe
9.41,2562.8,21.01,26.46,Unsafe
6.92,362.0,31.29,26.53,Unsafe
7.04,162.1,1.29,24.23,Safe
8.04,945.3,23.23,30.44,Unsafe
6.86,90.9,0.5,23.06,Safe
6.18,604.2,17.54,25.76,Unsafe
7.5,162.7,1.13,23.74,Safe
6.63,194.7,9.63,24.07,Unsafe
9.07,1953.3,23.44,29.33,Unsafe
6.58,422.4,13.1,25.14,Unsafe
6.86,473.8,8.16,24.98,Unsafe
7.08,183.5,1.32,20.13,Safe
8.47,1605.3,25.67,25.36,Unsafe
6.64,281.6,16.63,21.44,Unsafe
7.22,309.4,8.12,26.84,Unsafe
7.2,121.3,0.7,21.05,Safe
8.63,2423.6,12.2,26.25,Unsafe
6.92,115.3,1.49,26.44,Safe
7.48,402.2,16.59,23.85,Unsafe
7.31,474.6,9.49,24.72,Unsafe
7.82,923.8,24.62,27.26,Unsafe
7.29,638.3,18.3,23.83,Unsafe
9.45,1424.5,14.42,24.26,Unsafe
6.23,341.2,25.54,25.92,Unsafe
6.96,89.9,0.92,22.62,Safe
7.35,347.1,23.24,23.57,Unsafe
8.35,2053.4,13.95,29.45,Unsafe
8.7,1737.7,15.64,27.42,Unsafe
8.64,2737.5,19.15,25.96,Unsafe
6.53,442.2,11.35,28.01,Unsafe
7.03,130.8,2.41,24.43,Safe
7.28,88.3,0.49,21.87,Safe
8.14,1164.1,18.43,26.29,Unsafe
6.94,138.9,0.0,23.13,Safe
8.34,1322.9,16.49,24.5,Unsafe
7.52,81.7,2.0,23.45,Safe
7.42,147.7,0.97,21.45,Safe
7.46,619.6,1.61,25.1,Unsafe
7.19,657.6,4.09,27.5,Unsafe
7.25,626.6,25.8,24.57,Unsafe
7.97,1105.7,25.07,29.3,Unsafe
7.29,410.8,10.37,24.2,Unsafe
6.75,248.7,8.97,24.04,Unsafe
7.62,532.8,2.32,26.45,Unsafe
7.6,651.9,4.69,24.35,Unsafe
7.14,107.4,0.0,22.73,Safe
7.96,1089.6,35.2,28.55,Unsafe
8.16,1035.0,34.93,29.4,Unsafe
6.8,106.7,0.96,23.02,Safe
7.84,1008.3,30.32,28.58,Unsafe
7.05,84.2,2.57,25.53,Safe
7.06,253.3,4.28,23.73,Unsafe
8.32,757.7,0.0,24.15,Unsafe
7.04,96.1,1.59,23.11,Safe
7.19,175.1,1.41,24.12,Safe
8.69,2091.0,9.58,27.29,Unsafe
7.41,492.4,21.85,23.97,Unsafe
9.29,1961.8,22.89,29.42,Unsafe
9.02,1489.7,12.54,27.69,Unsafe
7.09,117.9,2.54,20.4,Safe
9.54,1664.6,16.56,26.59,Unsafe
9.76,1873.6,18.33,28.57,Unsafe
6.39,411.0,13.58,23.83,Unsafe
7.07,318.8,28.23,26.09,Unsafe
6.91,111.2,0.28,19.85,Safe
9.45,1431.6,18.25,25.45,Unsafe
7.2,141.8,1.62,19.84,Safe
9.05,1621.1,17.58,24.14,Unsafe
7.08,180.6,2.87,19.65,Safe
6.93,77.7,0.0,20.02,Safe
9.44,2562.6,15.53,28.09,Unsafe
6.9,102.8,0.32,20.8,Safe
6.81,149.9,0.84,25.72,Safe
6.13,436.5,8.16,27.36,Unsafe
9.71,2316.1,20.7,24.25,Unsafe
8.45,1305.9,16.49,24.66,Unsafe
8.35,517.8,2.6,24.83,Unsafe
7.69,812.1,0.23,27.46,Unsafe
8.13,681.0,2.56,27.43,Unsafe
7.01,100.7,0.81,23.36,Safe
7.81,1103.3,32.84,28.18,Unsafe
7.31,178.1,1.8,23.55,Safe
8.87,1748.2,17.5,25.4,Unsafe
6.99,150.3,0.29,21.86,Safe
8.64,2034.6,13.1,26.18,Unsafe
7.63,665.9,0.29,28.17,Unsafe
8.41,1509.6,23.95,24.46,Unsafe
7.31,878.3,1.12,28.09,Unsafe
9.67,1639.0,17.31,28.77,Unsafe
7.16,72.0,0.72,19.48,Safe
9.33,1146.7,13.22,26.74,Unsafe
6.96,135.6,2.11,23.22,Safe
7.92,1051.1,29.27,26.27,Unsafe
9.11,1872.0,20.78,28.8,Unsafe
7.1,439.9,5.72,25.15,Unsafe
9.42,1387.6,12.44,24.11,Unsafe
6.47,494.9,17.99,26.02,Unsafe
6.94,107.1,0.55,21.38,Safe
8.9,1861.8,9.19,28.76,Unsafe
7.45,780.1,4.02,26.23,Unsafe
8.33,1757.3,18.12,26.41,Unsafe
8.51,1028.8,18.97,27.17,Unsafe
8.88,1748.7,21.38,27.67,Unsafe
6.95,84.6,2.63,21.05,Safe
8.08,981.5,21.27,27.65,Unsafe
7.7,436.0,13.2,25.59,Unsafe
7.38,759.0,4.86,25.38,Unsafe
7.05,724.8,16.13,22.97,Unsafe
9.1,943.9,13.36,23.79,Unsafe
7.45,319.6,15.63,29.7,Unsafe
7.6,547.2,3.63,26.89,Unsafe
8.58,1664.2,14.17,28.48,Unsafe
7.16,207.8,14.06,25.01,Unsafe
6.58,337.7,21.87,25.8,Unsafe
8.87,1042.8,12.9,24.6,Unsafe
9.57,1921.5,7.0,27.51,Unsafe
7.27,82.5,3.17,20.47,Safe
7.53,321.3,27.74,21.65,Unsafe
7.63,207.1,6.49,27.71,Unsafe
6.99,163.9,1.59,24.15,Safe
7.41,632.2,23.07,24.7,Unsafe
6.33,364.6,29.5,26.26,Unsafe
7.22,137.0,1.13,23.58,Safe
7.28,161.7,0.47,24.81,Safe
7.93,1129.7,29.07,28.09,Unsafe
8.68,1246.9,17.09,26.62,Unsafe
7.27,730.2,49.5,26.44,Unsafe
9.13,1914.3,9.01,27.47,Unsafe
7.47,152.9,2.25,21.28,Safe
8.23,720.8,2.47,26.98,Unsafe
6.98,123.3,0.56,21.84,Safe
7.2,527.3,30.75,26.08,Unsafe
6.87,222.6,5.37,26.01,Unsafe
7.96,1062.8,30.1,26.05,Unsafe
7.18,113.8,0.1,23.88,Safe
7.62,127.0,0.96,21.56,Safe
7.85,1004.5,30.79,27.82,Unsafe
9.25,1095.4,11.68,24.4,Unsafe
7.39,79.2,0.53,19.97,Safe
7.4,113.1,0.15,17.76,Safe
7.23,723.6,1.94,25.95,Unsafe
7.36,552.7,13.25,22.89,Unsafe
6.98,51.2,0.13,20.94,Safe
8.19,914.5,11.69,28.32,Unsafe
7.01,490.4,9.75,24.44,Unsafe
8.17,798.4,4.23,26.06,Unsafe
6.44,329.1,12.26,28.04,Unsafe
9.79,2677.8,12.52,25.0,Unsafe
8.78,2729.9,14.58,25.5,Unsafe
6.71,736.4,22.67,25.7,Unsafe
8.1,881.8,1.63,22.84,Unsafe
7.23,698.2,2.15,23.1,Unsafe
6.94,329.8,12.83,25.38,Unsafe
8.66,1915.1,10.42,29.23,Unsafe
7.15,128.4,3.22,23.23,Safe
7.13,113.1,1.86,25.3,Safe
6.96,109.4,1.1,20.11,Safe
7.99,1194.9,17.11,28.01,Unsafe
6.8,115.0,0.19,22.03,Safe
9.39,1981.8,11.41,27.57,Unsafe
7.48,643.8,13.32,23.82,Unsafe
7.69,255.2,16.36,24.52,Unsafe
8.7,2603.7,9.29,27.49,Unsafe
9.22,1798.6,15.44,28.62,Unsafe
7.16,779.5,3.84,27.53,Unsafe
7.92,978.0,17.41,26.3,Unsafe
8.15,991.8,33.95,30.41,Unsafe
7.89,963.8,16.38,28.95,Unsafe
7.19,414.0,33.45,26.32,Unsafe
8.83,1506.3,15.38,25.12,Unsafe
6.94,97.1,0.0,21.15,Safe
6.56,522.0,15.8,26.93,Unsafe
7.29,138.8,0.78,21.93,Safe
7.28,297.1,23.87,26.2,Unsafe
8.2,1001.9,28.75,30.12,Unsafe
8.41,1186.5,9.58,28.03,Unsafe
8.27,832.0,1.64,27.54,Unsafe
6.91,79.5,2.47,21.47,Safe
9.48,1225.3,14.21,28.67,Unsafe
7.19,432.4,24.15,24.1,Unsafe
6.91,257.7,11.31,24.38,Unsafe
6.88,124.8,0.7,25.51,Safe
7.43,173.4,1.72,25.93,Safe
7.09,169.2,1.42,21.81,Safe
7.7,429.2,4.87,24.04,Unsafe
8.15,518.2,2.69,26.56,Unsafe
7.37,94.5,0.94,23.82,Safe
7.39,96.9,1.55,25.69,Safe
9.53,2380.6,13.13,25.57,Unsafe
7.27,112.2,2.0,24.86,Safe
9.4,1471.9,15.24,27.87,Unsafe
7.23,179.9,2.0,21.92,Safe
6.98,111.7,0.78,20.0,Safe
8.41,1046.1,7.54,24.69,Unsafe
8.16,859.8,3.45,23.89,Unsafe
6.93,634.3,4.92,25.04,Unsafe
7.28,703.7,2.86,23.74,Unsafe
8.08,849.3,0.74,24.49,Unsafe
7.87,1186.8,20.64,26.24,Unsafe
7.26,132.2,2.82,20.39,Safe
7.53,171.1,2.17,26.39,Safe
7.06,42.0,0.63,18.97,Safe
7.79,556.3,2.33,22.34,Unsafe
7.06,152.0,0.0,21.53,Safe
7.22,858.9,4.01,23.86,Unsafe
8.26,1017.4,23.81,25.77,Unsafe
7.81,1063.9,18.07,28.59,Unsafe
7.09,120.9,0.0,20.49,Safe
9.34,1519.8,9.52,26.19,Unsafe
7.29,124.3,1.35,24.78,Safe
6.92,679.5,32.11,22.24,Unsafe
6.92,84.9,0.0,24.67,Safe
8.7,1386.9,9.42,25.77,Unsafe
6.72,44.1,0.63,21.37,Safe
7.91,945.4,31.42,26.1,Unsafe
8.1,529.7,1.26,26.11,Unsafe
7.19,153.5,2.74,19.63,Safe
6.84,113.7,2.1,20.91,Safe
7.5,100.6,1.22,18.41,Safe
9.47,1250.6,19.15,25.45,Unsafe
7.32,110.4,0.26,20.75,Safe
7.91,904.3,31.33,29.3,Unsafe
7.48,314.8,10.68,27.05,Unsafe
6.94,60.4,0.59,17.93,Safe
8.24,1130.2,34.67,29.48,Unsafe
7.35,310.5,15.23,23.12,Unsafe
7.27,328.6,8.79,25.49,Unsafe
8.16,418.8,4.79,24.38,Unsafe
9.32,1473.0,8.12,28.95,Unsafe
6.28,355.7,24.43,27.1,Unsafe
8.99,2501.4,18.3,26.89,Unsafe
8.38,1474.2,15.85,24.69,Unsafe
7.06,89.9,2.86,25.16,Safe
6.26,532.0,22.56,26.48,Unsafe
6.56,526.3,6.43,22.55,Unsafe
7.35,607.1,9.91,25.9,Unsafe
7.88,686.2,3.82,22.85,Unsafe
7.34,505.5,25.48,21.75,Unsafe
8.2,938.3,16.81,28.2,Unsafe
7.55,122.8,2.27,23.18,Safe
8.07,1037.7,34.06,25.92,Unsafe
7.95,746.4,0.56,26.87,Unsafe
7.3,56.5,0.0,22.0,Safe
6.91,216.6,10.51,24.1,Unsafe
7.83,424.4,3.31,27.7,Unsafe
8.32,702.6,2.46,27.45,Unsafe
7.0,415.6,7.09,26.79,Unsafe
6.81,109.9,0.76,19.74,Safe
6.97,561.4,27.5,24.56,Unsafe
7.13,449.4,17.34,27.92,Unsafe
6.88,435.7,12.97,28.39,Unsafe
7.23,339.5,32.02,29.11,Unsafe
8.07,1026.7,29.21,29.12,Unsafe
9.37,1501.4,9.01,27.15,Unsafe
7.92,1131.5,34.36,26.11,Unsafe
7.34,131.6,0.23,25.1,Safe
8.95,1499.6,14.03,28.6,Unsafe
7.38,134.9,1.1,23.61,Safe
6.74,700.5,12.67,24.91,Unsafe
8.64,1352.6,15.03,26.31,Unsafe
6.98,555.3,27.7,24.62,Unsafe
7.51,878.5,0.33,22.96,Unsafe
6.95,334.0,21.91,23.41,Unsafe
7.63,748.3,3.05,24.95,Unsafe
7.08,392.1,20.43,22.9,Unsafe
6.86,113.8,1.86,19.39,Safe
7.62,376.9,23.58,28.4,Unsafe
6.87,462.8,7.35,25.06,Unsafe
6.6,726.9,18.72,28.94,Unsafe
8.97,1896.0,9.2,28.14,Unsafe
7.08,145.9,0.0,24.81,Safe
7.29,102.5,1.71,22.22,Safe
8.35,1051.6,28.51,28.23,Unsafe
6.74,45.3,0.0,24.2,Safe
7.43,40.3,0.33,18.12,Safe
8.2,1881.4,13.81,26.93,Unsafe
6.49,400.6,21.91,22.54,Unsafe
6.23,364.7,7.97,26.88,Unsafe
8.82,2527.9,11.49,25.14,Unsafe
7.97,717.2,3.78,25.51,Unsafe
7.6,301.7,12.28,26.44,Unsafe
7.52,93.8,0.05,19.26,Safe
7.51,478.7,3.73,22.77,Unsafe
8.42,1471.9,13.78,28.23,Unsafe
8.14,917.8,19.78,26.79,Unsafe
9.82,1887.6,20.17,25.55,Unsafe
8.51,1662.1,10.1,26.93,Unsafe
9.18,2039.7,11.24,27.94,Unsafe
7.62,853.9,4.27,24.22,Unsafe
8.09,1004.1,30.63,26.63,Unsafe
6.73,269.4,14.81,24.55,Unsafe
8.5,1942.9,21.35,28.7,Unsafe
7.19,120.6,0.45,22.95,Safe
6.57,478.3,14.68,22.65,Unsafe
8.13,1084.9,24.21,28.18,Unsafe
7.6,203.1,8.32,24.93,Unsafe
7.33,121.8,2.62,21.48,Safe
7.29,120.6,2.48,20.36,Safe
8.15,1073.0,19.03,27.74,Unsafe
7.21,100.5,0.04,23.91,Safe
7.28,810.3,2.28,22.34,Unsafe
7.33,153.7,2.16,24.31,Safe
7.44,234.7,11.87,28.26,Unsafe
8.55,988.3,16.22,29.75,Unsafe
8.45,2597.7,9.51,25.65,Unsafe
7.25,158.0,0.94,25.32,Safe
7.9,689.6,3.34,22.02,Unsafe
6.83,186.6,0.76,24.35,Safe
6.83,188.6,1.07,24.92,Safe
9.18,1435.8,16.31,27.29,Unsafe
7.63,441.9,6.39,23.8,Unsafe
8.94,1591.3,7.7,29.35,Unsafe
7.29,123.8,0.87,21.8,Safe
8.2,1013.5,16.87,25.39,Unsafe
6.18,370.0,8.85,27.16,Unsafe
7.89,1043.3,35.23,27.04,Unsafe
8.78,1297.3,9.59,26.59,Unsafe
9.0,1920.4,18.76,28.1,Unsafe
7.47,505.0,22.78,28.63,Unsafe
9.29,1984.6,20.97,26.57,Unsafe
7.65,471.2,8.47,26.15,Unsafe
8.39,2575.0,14.83,24.79,Unsafe
8.7,2720.9,10.68,25.03,Unsafe
7.05,168.9,0.1,20.43,Safe
9.08,1668.2,19.53,25.97,Unsafe
9.66,1851.5,16.33,23.83,Unsafe
7.27,303.9,20.55,25.53,Unsafe
7.07,190.5,0.61,19.85,Safe
8.14,908.9,25.13,27.88,Unsafe
6.48,497.7,10.62,23.32,Unsafe
7.36,650.0,11.38,26.09,Unsafe
7.3,122.9,1.14,23.99,Safe
8.25,2244.5,12.85,28.26,Unsafe
8.15,449.3,1.51,22.52,Unsafe
7.36,443.0,29.08,24.45,Unsafe
7.24,97.8,0.21,19.79,Safe
8.1,1150.6,23.38,27.39,Unsafe
7.33,178.9,2.06,21.13,Safe
9.04,2670.8,21.66,25.38,Unsafe
6.97,456.7,29.91,22.21,Unsafe
6.71,452.1,15.96,26.39,Unsafe
6.97,146.4,3.12,22.03,Safe
8.2,948.7,30.61,29.11,Unsafe
7.71,681.9,4.45,23.89,Unsafe
6.92,97.7,1.71,23.59,Safe
7.18,100.1,2.19,22.64,Safe
7.39,329.2,14.38,23.94,Unsafe
7.09,243.0,14.21,24.85,Unsafe
7.12,767.5,4.2,27.15,Unsafe
7.72,599.4,4.52,27.12,Unsafe
7.42,747.3,2.61,26.67,Unsafe
8.58,2587.6,17.55,26.11,Unsafe
7.28,95.2,1.62,23.7,Safe
8.09,730.9,4.93,22.8,Unsafe
7.33,869.7,2.0,22.98,Unsafe
7.37,410.0,8.26,27.88,Unsafe
7.24,103.4,0.02,22.76,Safe
7.8,768.9,3.16,27.86,Unsafe
8.52,1911.2,17.08,24.71,Unsafe
8.92,2189.0,11.6,24.46,Unsafe
6.97,682.7,15.03,27.51,Unsafe
7.35,171.0,1.19,19.96,Safe
9.74,2516.6,14.67,25.08,Unsafe
8.01,2164.0,13.57,28.49,Unsafe
6.88,93.0,0.0,19.7,Safe
7.51,118.2,0.33,20.65,Safe
8.05,630.3,0.78,24.67,Unsafe
7.11,115.3,0.23,20.82,Safe
6.53,266.8,15.28,22.43,Unsafe
8.32,1078.7,16.1,26.27,Unsafe
6.93,166.2,0.61,22.18,Safe
7.34,584.7,24.36,28.12,Unsafe
7.17,105.0,0.22,20.43,Safe
8.04,944.6,16.97,28.05,Unsafe
6.91,110.2,1.7,23.48,Safe
7.63,662.3,3.91,24.57,Unsafe
7.35,98.6,1.53,17.82,Safe
7.18,518.5,6.89,28.56,Unsafe
7.38,158.9,3.54,20.79,Safe
6.36,417.0,30.14,25.77,Unsafe
6.84,682.0,23.54,26.33,Unsafe
9.31,2586.5,10.51,24.98,Unsafe
6.85,524.8,13.54,26.2,Unsafe
7.38,293.7,9.47,24.64,Unsafe
7.16,532.2,14.07,26.87,Unsafe
7.29,86.3,1.95,23.37,Safe
7.49,833.5,4.02,23.8,Unsafe
7.3,219.8,9.34,27.54,Unsafe
6.93,61.2,0.0,18.92,Safe
9.34,1785.0,11.75,28.08,Unsafe
7.91,1114.9,29.25,25.42,Unsafe
7.4,133.9,2.15,26.22,Safe
7.0,298.4,18.47,24.96,Unsafe
9.21,1242.6,9.26,26.87,Unsafe
7.5,153.7,1.81,26.06,Safe
6.8,118.5,1.24,19.48,Safe
7.5,129.3,2.93,19.54,Safe
7.31,593.0,0.92,23.83,Unsafe
7.99,1053.8,27.02,25.84,Unsafe
7.5,137.0,1.76,22.87,Safe
8.87,1894.9,11.66,28.27,Unsafe
7.04,66.5,1.9,18.16,Safe
6.82,119.7,1.17,20.71,Safe
8.19,1021.3,31.19,26.79,Unsafe
6.87,431.7,7.46,28.82,Unsafe
7.11,471.7,11.8,23.85,Unsafe
6.89,234.3,7.43,24.39,Unsafe
7.45,120.2,0.0,20.25,Safe
6.91,134.6,1.89,25.29,Safe
7.12,118.1,1.68,22.9,Safe
7.34,686.3,18.78,23.13,Unsafe
6.82,560.1,22.47,21.92,Unsafe
7.5,177.9,0.52,23.16,Safe
7.94,833.4,4.33,21.96,Unsafe
6.81,262.9,22.05,27.23,Unsafe
7.37,868.9,4.66,22.6,Unsafe
9.65,2108.7,11.88,25.21,Unsafe
8.23,1075.3,27.65,26.49,Unsafe
7.36,180.5,3.2,24.65,Safe
8.84,1927.3,12.06,27.43,Unsafe
7.36,104.0,0.99,22.7,Safe
8.58,1570.8,15.81,29.38,Unsafe
6.64,265.1,6.14,24.97,Unsafe
7.04,181.4,2.58,21.52,Safe
8.11,878.5,0.63,25.05,Unsafe
7.59,91.9,2.81,20.31,Safe
6.73,355.5,12.62,27.39,Unsafe
7.24,165.2,3.83,22.35,Safe
7.05,162.1,2.6,25.83,Safe
6.54,373.4,16.08,22.42,Unsafe
8.29,990.1,16.92,27.17,Unsafe
6.86,395.5,34.83,23.59,Unsafe
7.31,458.8,9.79,27.44,Unsafe
7.96,917.5,18.94,26.29,Unsafe
7.49,818.0,4.71,23.28,Unsafe
7.36,437.5,24.62,24.8,Unsafe
6.36,530.3,25.61,27.69,Unsafe
6.86,448.2,26.84,26.21,Unsafe
8.08,1298.2,17.5,28.12,Unsafe
7.49,63.2,0.95,19.64,Safe
7.62,489.6,11.98,22.77,Unsafe
7.05,122.8,2.7,25.06,Safe
8.27,2109.5,9.42,25.04,Unsafe
6.61,87.0,0.0,21.49,Safe
9.32,919.0,12.36,28.03,Unsafe
6.59,521.7,10.19,24.67,Unsafe
7.11,278.7,14.76,23.59,Unsafe
7.54,280.8,6.09,25.58,Unsafe
6.72,240.4,11.45,23.96,Unsafe
6.9,704.6,10.31,27.17,Unsafe
6.55,279.7,14.39,25.37,Unsafe
7.98,1155.4,18.76,26.17,Unsafe
7.11,151.4,0.79,25.77,Safe
7.44,757.3,3.03,24.09,Unsafe
7.56,114.1,1.03,24.48,Safe
7.13,317.1,13.4,26.71,Unsafe
7.29,408.5,15.62,25.08,Unsafe
7.54,408.6,3.27,22.66,Unsafe
7.38,115.7,1.2,25.22,Safe
6.81,607.2,21.52,23.57,Unsafe
7.21,526.1,23.46,25.45,Unsafe
6.86,118.7,1.05,25.78,Safe
7.59,266.4,13.7,27.93,Unsafe
7.2,368.6,22.17,27.55,Unsafe
6.42,548.5,26.55,26.06,Unsafe
7.07,434.3,32.95,27.65,Unsafe
7.32,113.8,0.61,19.39,Safe
7.33,40.6,0.82,20.49,Safe
6.96,142.1,2.33,25.24,Safe
6.5,353.0,13.14,22.56,Unsafe
7.23,255.3,18.26,27.65,Unsafe
7.35,467.6,10.13,24.65,Unsafe
8.29,544.6,3.92,27.44,Unsafe
7.49,865.0,3.51,27.05,Unsafe
